    1 717.867676  712.843750  52250012382  73.297989
    2 300.313019  298.551544  33940636535  113.684341
    4 210.851395  209.511002  33197022266  158.450012
    8 189.651443  188.297958  36880356441  195.861694
   16 178.260590  177.186752  37627300500  212.359573
   32 202.584503  201.376740  47636074690  236.552017
   64 208.538177  207.274109  49376419823  238.217972
  128 212.798233  211.483414  50651813089  239.507263
  256 242.801117  241.371826  51348409572  212.735733
  512 265.426147  263.886078  51366920250  194.655670
 1024 385.078247  382.419983  51849558629  135.582779
 2048 484.899231  481.865601  55629883706  115.446892
